montant_demande_fcfa,duree_mois,nb_transactions_30j,ville,age,metier,revenu_mensuel_fcfa,anciennete_mobile_money_mois,operateur_principal,nb_transactions_total,montant_total_fcfa,montant_moyen_fcfa,montant_max_fcfa,montant_std_fcfa,nb_types_distincts,nb_operateurs_distincts,jours_depuis_derniere_trans,nb_achat_credit,nb_depot,nb_paiement_facture,nb_retrait,nb_transfert,charge_mensuelle_fcfa,ratio_endettement,capacite_remboursement,ratio_montant_revenu_annuel,montant_par_mois,intensite_utilisation,ratio_moy_trans_revenu,ratio_volume_trans_pret,regularite_transactions,ratio_trans_30j_total,score_diversification,recence_normalisee,actif_30j,actif_7j,pct_achat_credit,pct_depot,pct_paiement_facture,pct_retrait,pct_transfert,ratio_retrait_depot,engagement_paiement,tranche_age,segment_anciennete,segment_revenu
63931,9,61,4,24,9,30000,47,1,61,397332,6513.639344262295,11914,3485.4002545512944,5,1,0,16,7,10,11,17,7103.444444444444,0.23678148148148148,22896.555555555555,0.1775861111111111,7103.444444444444,1.2708333333333333,0.21712131147540983,6.214915848088594,0.5350104695543931,0.9838709677419355,5,0.0,1,1,0.25806451612903225,0.11290322580645161,0.16129032258064516,0.1774193548387097,0.27419354838709675,1.375,0.16129032258064516,2,1,0
231377,12,64,0,49,4,164354,43,1,64,2332825,36450.390625,65320,18377.614359415715,5,1,1,11,21,12,10,10,19281.416666666668,0.11731638211827317,145072.58333333334,0.11731638211827315,19281.416666666668,1.4545454545454546,0.22177975969553523,10.082311196397237,0.5041677160819078,0.9846153846153847,5,0.02040816326530612,1,1,0.16923076923076924,0.3230769230769231,0.18461538461538463,0.15384615384615385,0.15384615384615385,0.45454545454545453,0.18461538461538463,1,1,3
362287,6,47,7,50,2,170111,28,1,47,1650073,35107.936170212764,67431,17910.7898041622,5,1,5,7,5,7,12,16,60381.166666666664,0.3549515708370809,109729.83333333334,0.17747578541854045,60381.166666666664,1.6206896551724137,0.20638251594672163,4.554589166629864,0.5101490320677425,0.9791666666666666,5,0.10204081632653061,1,1,0.14583333333333334,0.10416666666666667,0.14583333333333334,0.25,0.3333333333333333,2.0,0.14583333333333334,1,0,3
111692,12,25,4,56,5,218460,25,2,25,1151663,46066.52,83576,23340.266085172774,4,1,3,0,5,6,7,7,9307.666666666666,0.04260581647288596,209152.33333333334,0.04260581647288596,9307.666666666666,0.9615384615384616,0.21086935823491712,10.310968458184488,0.5066534097162768,0.9615384615384616,4,0.061224489795918366,1,1,0.0,0.19230769230769232,0.23076923076923078,0.2692307692307692,0.2692307692307692,1.1666666666666667,0.23076923076923078,1,0,2
99731,12,40,7,26,2,84122,19,2,40,718040,17951.0,33140,9908.589643231206,5,1,2,7,8,7,9,9,8310.916666666666,0.09879599470610145,75811.08333333333,0.09879599470610145,8310.916666666666,2.0,0.2133924538170752,7.199695183090683,0.5519490665792783,0.975609756097561,5,0.04081632653061224,1,1,0.17073170731707318,0.1951219512195122,0.17073170731707318,0.21951219512195122,0.21951219512195122,1.0,0.17073170731707318,0,0,1
152442,9,61,3,62,0,250011,33,2,61,2991779,49045.55737704918,99258,27280.543003836145,5,1,2,14,8,13,13,13,16938.0,0.0677490190431621,233073.0,0.05081176428237157,16938.0,1.7941176470588236,0.19617359786989044,19.625558405436788,0.5562172854276982,0.9838709677419355,5,0.04081632653061224,1,1,0.22580645161290322,0.12903225806451613,0.20967741935483872,0.20967741935483872,0.20967741935483872,1.4444444444444444,0.20967741935483872,1,0,2
34847,12,38,1,63,1,30000,12,2,38,256965,6762.236842105263,11965,3666.6743045849153,5,1,7,9,5,7,8,9,2903.9166666666665,0.09679722222222222,27096.083333333332,0.09679722222222223,2903.9166666666665,2.923076923076923,0.2254078947368421,7.37388085399449,0.5421478487575117,0.9743589743589743,5,0.14285714285714285,1,1,0.23076923076923078,0.1282051282051282,0.1794871794871795,0.20512820512820512,0.23076923076923078,1.3333333333333333,0.1794871794871795,1,2,0
265607,3,57,4,61,0,115111,43,2,57,1311618,23010.84210526316,45880,12619.54504045988,5,1,1,13,14,11,10,9,88535.66666666667,0.7691329817885925,26575.33333333333,0.19228324544714812,88535.66666666667,1.2954545454545454,0.199901330935038,4.938172043010753,0.5483935176825152,0.9827586206896551,5,0.02040816326530612,1,1,0.22413793103448276,0.2413793103448276,0.1896551724137931,0.1724137931034483,0.15517241379310345,0.6666666666666666,0.1896551724137931,1,1,1
326228,9,13,6,19,6,193429,1,0,13,438223,33709.46153846154,65217,16370.931792944188,5,1,11,6,2,1,3,1,36247.555555555555,0.18739462829025408,157181.44444444444,0.14054597121769055,36247.555555555555,6.5,0.17427304870759575,1.3432987257417335,0.485633570286956,0.9285714285714286,5,0.22448979591836735,1,0,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.07142857142857142,1.0,0.07142857142857142,2,3,2
25000,9,30,3,27,4,32261,19,1,30,233082,7769.4,12719,3516.959125388746,5,1,2,5,7,7,5,6,2777.777777777778,0.08610327571302123,29483.222222222223,0.06457745678476592,2777.777777777778,1.5,0.24082948451690894,9.322907083716652,0.45260979169524684,0.967741935483871,5,0.04081632653061224,1,1,0.16129032258064516,0.22580645161290322,0.22580645161290322,0.16129032258064516,0.1935483870967742,0.625,0.22580645161290322,0,0,0
277727,6,53,5,65,0,142675,36,2,53,1687213,31834.20754716981,57036,15015.193515951782,5,1,1,10,8,8,10,17,46287.833333333336,0.3244284796448806,96387.16666666666,0.16221423982244026,46287.833333333336,1.4324324324324325,0.22312393584839538,6.075055449936628,0.4716537027033345,0.9814814814814815,5,0.02040816326530612,1,1,0.18518518518518517,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.3148148148148148,1.1111111111111112,0.14814814814814814,1,0,3
49651,3,66,3,62,4,30000,52,2,66,356410,5400.151515151515,11972,3106.867619880062,5,1,2,15,12,9,17,13,16550.333333333332,0.5516777777777777,13449.666666666668,0.13791944444444446,16550.333333333332,1.2452830188679245,0.1800050505050505,7.178159993555144,0.5752231928996177,0.9850746268656716,5,0.04081632653061224,1,1,0.22388059701492538,0.1791044776119403,0.13432835820895522,0.2537313432835821,0.19402985074626866,1.3076923076923077,0.13432835820895522,1,1,0
104132,3,72,7,32,3,173938,56,1,72,2915929,40499.01388888889,67775,19087.35071479705,5,1,3,15,12,12,13,20,34710.666666666664,0.19955769680384197,139227.33333333334,0.04988942420096049,34710.666666666664,1.263157894736842,0.23283591790689148,28.00196863626324,0.4712924486189776,0.9863013698630136,5,0.061224489795918366,1,1,0.2054794520547945,0.1643835616438356,0.1643835616438356,0.1780821917808219,0.273972602739726,1.0,0.1643835616438356,0,1,3
28273,12,12,3,18,3,72473,11,2,12,180232,15019.333333333334,24503,6096.946215238835,5,1,16,1,2,2,3,4,2356.0833333333335,0.032509808250428894,70116.91666666667,0.032509808250428894,2356.0833333333335,1.0,0.20724039757334917,6.374478319303954,0.40591284360570123,0.9230769230769231,5,0.32653061224489793,1,0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.3076923076923077,1.0,0.15384615384615385,2,2,0
91266,9,23,1,56,4,127435,10,1,23,619584,26938.434782608696,50683,13407.137454037773,5,1,2,8,2,2,4,7,10140.666666666666,0.07957520827611461,117294.33333333333,0.059681406207085966,10140.666666666666,2.090909090909091,0.21138960868371087,6.788696900303505,0.49767701372461703,0.9583333333333334,5,0.04081632653061224,1,1,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.2916666666666667,1.3333333333333333,0.08333333333333333,1,2,3
145077,6,36,1,22,3,140357,32,1,36,1089135,30253.75,54575,14745.554902846388,5,1,3,7,9,6,2,12,24179.5,0.1722714221592083,116177.5,0.08613571107960415,24179.5,1.0909090909090908,0.21554856544383252,7.5072374860419915,0.48737982970761246,0.972972972972973,5,0.061224489795918366,1,1,0.1891891891891892,0.24324324324324326,0.16216216216216217,0.05405405405405406,0.32432432432432434,0.2,0.16216216216216217,2,0,3
28587,3,34,0,44,0,69342,5,1,34,492986,14499.588235294115,27517,8209.229023400752,5,1,6,10,7,9,4,4,9529.0,0.13742032245969255,59813.0,0.034355080614923136,9529.0,5.666666666666667,0.20910253865325654,17.244508185252553,0.5661307589867056,0.9714285714285714,5,0.12244897959183673,1,1,0.2857142857142857,0.2,0.2571428571428571,0.11428571428571428,0.11428571428571428,0.5,0.2571428571428571,3,3,0
37287,12,45,5,60,3,84727,57,2,45,885483,19677.4,33073,9564.190070256862,5,1,1,14,10,3,7,11,3107.25,0.036673669550438465,81619.75,0.036673669550438465,3107.25,0.7758620689655172,0.23224473898521134,23.747130444110706,0.486024782007524,0.9782608695652174,5,0.02040816326530612,1,1,0.30434782608695654,0.21739130434782608,0.06521739130434782,0.15217391304347827,0.2391304347826087,0.6363636363636364,0.06521739130434782,1,1,1
188808,3,62,7,53,4,82180,49,0,62,1034145,16679.75806451613,32746,9151.825942840513,5,1,2,14,14,8,10,16,62936.0,0.765831102458019,19244.0,0.19145777561450475,62936.0,1.24,0.20296614826619772,5.477201828302676,0.5486456854924708,0.9841269841269841,5,0.04081632653061224,1,1,0.2222222222222222,0.2222222222222222,0.12698412698412698,0.15873015873015872,0.25396825396825395,0.6666666666666666,0.12698412698412698,1,1,1
32098,9,54,2,51,3,76458,19,1,54,739202,13688.925925925923,30243,9332.09800847015,5,1,1,6,11,13,14,10,3566.4444444444443,0.046645798274143245,72891.55555555556,0.03498434870560744,3566.4444444444443,2.7,0.17903850383120043,23.02881709710583,0.6816762967867535,0.9818181818181818,5,0.02040816326530612,1,1,0.10909090909090909,0.2,0.23636363636363636,0.2545454545454545,0.18181818181818182,1.1666666666666667,0.23636363636363636,1,0,0
79627,12,11,3,59,5,173195,3,2,11,345206,31382.36363636364,47393,12679.925908874447,5,1,8,3,2,1,3,2,6635.583333333333,0.0383127880904953,166559.41666666666,0.0383127880904953,6635.583333333333,2.75,0.18119670681234237,4.335233837343648,0.40403336161781983,0.9166666666666666,5,0.16326530612244897,1,0,0.25,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,1.0,0.08333333333333333,1,3,3
58368,6,45,2,58,1,130113,11,0,45,1153076,25623.911111111112,49017,13768.418498377534,5,1,4,14,10,7,8,6,9728.0,0.07476578051386103,120385.0,0.037382890256930514,9728.0,3.75,0.19693582586760056,19.754938409087014,0.5373060003477423,0.9782608695652174,5,0.08163265306122448,1,1,0.30434782608695654,0.21739130434782608,0.15217391304347827,0.17391304347826086,0.13043478260869565,0.7272727272727273,0.15217391304347827,1,2,3
203605,12,58,4,24,5,214134,56,1,58,2526567,43561.5,85486,22787.21141977389,5,1,2,14,14,13,9,8,16967.083333333332,0.07923582118362021,197166.91666666666,0.07923582118362023,16967.083333333332,1.0175438596491229,0.2034310291686514,12.409098946003557,0.5230923711856272,0.9830508474576272,5,0.04081632653061224,1,1,0.23728813559322035,0.23728813559322035,0.22033898305084745,0.15254237288135594,0.13559322033898305,0.6,0.22033898305084745,2,1,2
156520,6,43,6,65,2,153264,53,0,43,1525968,35487.62790697674,60650,18369.302614005708,5,1,5,12,12,8,4,7,26086.666666666668,0.17020739812784913,127177.33333333333,0.08510369906392455,26086.666666666668,0.7962962962962963,0.23154575051529871,9.74928603829518,0.5176109558858,0.9772727272727273,5,0.10204081632653061,1,1,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.1590909090909091,0.3076923076923077,0.18181818181818182,1,1,3
106209,6,10,6,21,2,92706,6,2,10,215396,21539.6,36538,8720.937197342955,5,1,27,1,2,3,3,1,17701.5,0.1909423338295256,75004.5,0.0954711669147628,17701.5,1.4285714285714286,0.23234310616357085,2.0280199604557008,0.4048604587310918,0.9090909090909091,5,0.5510204081632653,1,0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.09090909090909091,1.0,0.2727272727272727,2,3,1
148335,6,42,3,44,6,113625,15,2,42,998898,23783.285714285717,44089,10904.92505713552,5,1,0,11,8,4,8,11,24722.5,0.21757975797579757,88902.5,0.10878987898789878,24722.5,2.625,0.20931384567028133,6.734022759141409,0.45849285482580715,0.9767441860465116,5,0.0,1,1,0.2558139534883721,0.18604651162790697,0.09302325581395349,0.18604651162790697,0.2558139534883721,0.8888888888888888,0.09302325581395349,3,2,1
118848,3,45,4,61,1,125041,2,1,45,1276432,28365.15555555556,49808,13536.664138478867,5,1,2,6,8,10,10,11,39616.0,0.316824081701202,85425.0,0.0792060204253005,39616.0,15.0,0.226846838681357,10.73994732812224,0.4772117995322665,0.9782608695652174,5,0.04081632653061224,1,1,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.21739130434782608,0.2391304347826087,1.1111111111111112,0.21739130434782608,1,3,3
73060,3,22,3,56,1,73525,19,2,22,406218,18464.454545454544,28981,8355.41712918017,5,1,25,1,6,7,5,3,24353.333333333332,0.3312252068457441,49171.66666666667,0.08280630171143602,24353.333333333332,1.1,0.25113164971716484,5.559984122856243,0.452489111958359,0.9565217391304348,5,0.5102040816326531,1,0,0.043478260869565216,0.2608695652173913,0.30434782608695654,0.21739130434782608,0.13043478260869565,0.7142857142857143,0.30434782608695654,1,0,0
390655,9,47,2,48,2,160424,26,1,47,1578296,33580.765957446805,61519,18312.86593367905,5,1,0,9,12,9,5,12,43406.11111111111,0.2705711808152839,117017.88888888889,0.20292838561146295,43406.11111111111,1.7407407407407407,0.20932507578321702,4.040117136304063,0.5453217069312029,0.9791666666666666,5,0.0,1,1,0.1875,0.25,0.1875,0.10416666666666667,0.25,0.38461538461538464,0.1875,1,0,3
482261,12,18,2,53,0,303119,24,0,18,1278629,71034.94444444444,99670,29175.469322244036,5,1,12,4,5,3,3,3,40188.416666666664,0.13258296796527655,262930.5833333333,0.13258296796527658,40188.416666666664,0.72,0.23434672338073312,2.6513160895944528,0.4107141750619152,0.9473684210526315,5,0.24489795918367346,1,0,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5,0.15789473684210525,1,0,2
88567,6,46,3,31,3,122387,6,0,46,1180953,25672.891304347828,48036,14313.61149897112,5,1,0,9,6,12,11,8,14761.166666666666,0.12061057683141728,107625.83333333333,0.06030528841570864,14761.166666666666,6.571428571428571,0.20976812328390945,13.333856471863427,0.5575162459516659,0.9787234042553191,5,0.0,1,1,0.19148936170212766,0.1276595744680851,0.2553191489361702,0.23404255319148937,0.1702127659574468,1.5714285714285714,0.2553191489361702,0,3,3
72561,9,38,0,28,2,76578,33,0,38,686517,18066.236842105263,30472,8158.806263485635,5,1,1,6,8,11,2,11,8062.333333333333,0.10528263121697266,68515.66666666667,0.07896197341272951,8062.333333333333,1.1176470588235294,0.2359194134360425,9.461109120476282,0.45158019097152324,0.9743589743589743,5,0.02040816326530612,1,1,0.15384615384615385,0.20512820512820512,0.28205128205128205,0.05128205128205128,0.28205128205128205,0.2222222222222222,0.28205128205128205,0,0,0
214025,12,12,0,60,7,115960,8,0,12,272285,22690.416666666668,44569,11211.770928629456,5,1,21,2,4,1,4,1,17835.416666666668,0.15380662872254802,98124.58333333333,0.153806628722548,17835.416666666668,1.3333333333333333,0.19567451420029897,1.2722052460915962,0.49409744192390465,0.9230769230769231,5,0.42857142857142855,1,0,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.8,0.07692307692307693,1,2,1
86340,6,12,3,24,5,106092,5,1,12,226289,18857.416666666668,32619,8779.971655145107,4,1,6,4,4,0,2,2,14390.0,0.13563699430682805,91702.0,0.06781849715341402,14390.0,2.0,0.17774588721738366,2.6208753662802144,0.4655731077712484,0.9230769230769231,4,0.12244897959183673,1,1,0.3076923076923077,0.3076923076923077,0.0,0.15384615384615385,0.15384615384615385,0.4,0.0,2,3,1
1191652,3,51,0,60,5,546829,23,0,51,4197411,82302.17647058824,99670,26792.35442786309,5,1,8,13,9,9,6,14,397217.3333333333,0.7264013673988272,149611.6666666667,0.18160034184970683,397217.3333333333,2.125,0.15050806828201913,3.5223433331682963,0.3255324469455632,0.9807692307692307,5,0.16326530612244897,1,0,0.25,0.17307692307692307,0.17307692307692307,0.11538461538461539,0.2692307692307692,0.6,0.17307692307692307,1,0,2
71024,12,42,1,49,8,77826,13,2,42,648982,15451.952380952382,30707,8528.832791077857,5,1,2,9,8,8,5,12,5918.666666666667,0.0760499918621883,71907.33333333333,0.0760499918621883,5918.666666666667,3.0,0.19854486136962432,9.13737416402675,0.5519225440434714,0.9767441860465116,5,0.04081632653061224,1,1,0.20930232558139536,0.18604651162790697,0.18604651162790697,0.11627906976744186,0.27906976744186046,0.5555555555555556,0.18604651162790697,1,2,0
188138,12,59,0,54,7,117298,38,2,59,1405345,23819.406779661014,45639,11757.457809493606,5,1,2,17,9,17,6,10,15678.166666666666,0.13366098882049707,101619.83333333333,0.1336609888204971,15678.166666666666,1.5128205128205128,0.20306745877731092,7.46971653936717,0.4935876166284733,0.9833333333333333,5,0.04081632653061224,1,1,0.2833333333333333,0.15,0.2833333333333333,0.1,0.16666666666666666,0.6,0.2833333333333333,1,1,1
352595,3,64,1,48,8,147915,47,2,64,1983277,30988.703125,57507,17272.64695910729,5,1,1,11,15,8,16,14,117531.66666666667,0.7945892348082796,30383.33333333333,0.19864730870206987,117531.66666666667,1.3333333333333333,0.20950345215157354,5.624785873918025,0.5573672935631676,0.9846153846153847,5,0.02040816326530612,1,1,0.16923076923076924,0.23076923076923078,0.12307692307692308,0.24615384615384617,0.2153846153846154,1.0,0.12307692307692308,1,1,3
83209,3,37,6,64,1,44216,17,0,37,356516,9635.567567567568,17542,5006.296266483617,5,1,3,5,8,7,7,10,27736.333333333332,0.6272917797479042,16479.666666666668,0.15682294493697604,27736.333333333332,2.0555555555555554,0.2179203810287581,4.284533109001322,0.5195103164463455,0.9736842105263158,5,0.061224489795918366,1,1,0.13157894736842105,0.21052631578947367,0.18421052631578946,0.18421052631578946,0.2631578947368421,0.7777777777777778,0.18421052631578946,1,2,0
530725,6,38,4,55,5,262189,53,0,38,2106737,55440.44736842105,99622,28896.90548072614,5,1,1,6,5,6,11,10,88454.16666666667,0.33736795466883307,173734.8333333333,0.16868397733441653,88454.16666666667,0.7037037037037037,0.21145222480127332,3.969537953671009,0.5212148465154529,0.9743589743589743,5,0.02040816326530612,1,1,0.15384615384615385,0.1282051282051282,0.15384615384615385,0.28205128205128205,0.2564102564102564,1.8333333333333333,0.15384615384615385,1,1,2
43738,9,60,3,26,8,35622,38,1,60,426211,7103.516666666666,13669,3744.6652969468714,5,1,5,9,10,14,14,13,4859.777777777777,0.13642630334562286,30762.222222222223,0.10231972750921715,4859.777777777777,1.5384615384615385,0.1994137518013213,9.74441573881433,0.5270823439005053,0.9836065573770492,5,0.10204081632653061,1,1,0.14754098360655737,0.16393442622950818,0.22950819672131148,0.22950819672131148,0.21311475409836064,1.2727272727272727,0.22950819672131148,0,1,0
498516,3,22,7,28,2,215506,9,1,22,744381,33835.5,84158,26502.41031581126,5,1,22,5,3,8,4,2,166172.0,0.771078299444099,49334.0,0.19276957486102475,166172.0,2.2,0.15700490937607306,1.49319080392444,0.7832491633535165,0.9565217391304348,5,0.4489795918367347,1,0,0.21739130434782608,0.13043478260869565,0.34782608695652173,0.17391304347826086,0.08695652173913043,1.0,0.34782608695652173,0,2,2
194832,9,17,7,32,1,96135,15,2,17,319432,18790.117647058825,33219,10389.785921052182,5,1,8,3,4,6,2,2,21648.0,0.22518333593384304,74487.0,0.16888750195038227,21648.0,1.0625,0.19545553281384329,1.63951691961834,0.5529094179599469,0.9444444444444444,5,0.16326530612244897,1,0,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4,0.3333333333333333,0,2,1
32969,9,15,1,42,8,85784,14,2,15,255038,17002.533333333333,33742,11023.761555752882,5,1,23,3,2,1,5,4,3663.222222222222,0.0427028609323676,82120.77777777778,0.0320271456992757,3663.222222222222,1.0,0.19820168485187603,7.735456475583864,0.6483218128635744,0.9375,5,0.46938775510204084,1,0,0.1875,0.125,0.0625,0.3125,0.25,1.6666666666666667,0.0625,3,2,1
79637,12,57,3,65,9,117064,34,1,57,1210776,21241.68421052632,44911,11771.629887994472,5,1,0,10,9,12,16,10,6636.416666666667,0.05669049978359416,110427.58333333333,0.05669049978359416,6636.416666666667,1.6285714285714286,0.18145359983023235,15.20349581857907,0.5541498320707189,0.9827586206896551,5,0.0,1,1,0.1724137931034483,0.15517241379310345,0.20689655172413793,0.27586206896551724,0.1724137931034483,1.6,0.20689655172413793,1,0,1
86808,12,29,4,41,7,104323,42,1,29,610844,21063.58620689655,41644,13144.548165133603,5,1,15,5,4,8,8,4,7234.0,0.0693423310295908,97089.0,0.0693423310295908,7234.0,0.6744186046511628,0.20190740495285364,7.036643665979334,0.6240116960299023,0.9666666666666667,5,0.30612244897959184,1,0,0.16666666666666666,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333,1.6,0.26666666666666666,3,1,1
103191,12,54,1,49,8,61080,53,1,54,673647,12474.944444444443,23177,7191.09567429438,5,1,3,14,6,11,13,10,8599.25,0.14078667321545513,52480.75,0.14078667321545513,8599.25,1.0,0.2042394309830459,6.528093263043647,0.5763968977512228,0.9818181818181818,5,0.061224489795918366,1,1,0.2545454545454545,0.10909090909090909,0.2,0.23636363636363636,0.18181818181818182,1.8571428571428572,0.2,1,1,0
109351,3,59,3,31,2,91095,33,0,59,1244689,21096.42372881356,36338,9882.67251862884,5,1,3,13,13,9,10,14,36450.333333333336,0.4001353897945369,54644.666666666664,0.10003384744863421,36450.333333333336,1.7352941176470589,0.23158706546806695,11.382407271929182,0.46843029962619065,0.9833333333333333,5,0.061224489795918366,1,1,0.21666666666666667,0.21666666666666667,0.15,0.16666666666666666,0.23333333333333334,0.7142857142857143,0.15,0,0,1
34225,9,59,6,60,5,40692,53,2,59,504918,8557.93220338983,15857,4140.650835333977,5,1,1,8,15,14,12,10,3802.777777777778,0.09345271251788503,36889.22222222222,0.07008953438841377,3802.777777777778,1.0925925925925926,0.21030994306964096,14.75246888330509,0.48378124010540013,0.9833333333333333,5,0.02040816326530612,1,1,0.13333333333333333,0.25,0.23333333333333334,0.2,0.16666666666666666,0.75,0.23333333333333334,1,1,0
533704,6,32,7,48,5,310195,31,1,32,2216393,69262.28125,99670,31175.27367314946,5,1,1,3,10,8,4,7,88950.66666666667,0.2867572548450706,221244.3333333333,0.1433786274225353,88950.66666666667,1.0,0.22328625944970099,4.152842862630105,0.45009813440147206,0.9696969696969697,5,0.02040816326530612,1,1,0.09090909090909091,0.30303030303030304,0.24242424242424243,0.12121212121212122,0.21212121212121213,0.36363636363636365,0.24242424242424243,1,0,2
112944,9,28,2,54,2,108030,41,0,28,664447,23730.25,42399,12452.22470566486,5,1,2,5,5,11,1,6,12549.333333333334,0.11616526273565986,95480.66666666667,0.08712394705174488,12549.333333333334,0.6666666666666666,0.21966351939276127,5.882925317632476,0.5247184495407894,0.9655172413793104,5,0.04081632653061224,1,1,0.1724137931034483,0.1724137931034483,0.3793103448275862,0.034482758620689655,0.20689655172413793,0.16666666666666666,0.3793103448275862,1,1,1
99328,12,28,2,64,9,101601,37,0,28,564898,20174.92857142857,40639,10282.782207196402,5,1,1,5,7,3,3,10,8277.333333333334,0.0814690144125878,93323.66666666667,0.0814690144125878,8277.333333333334,0.7368421052631579,0.19857017717767117,5.68714071419223,0.509655958128143,0.9655172413793104,5,0.02040816326530612,1,1,0.1724137931034483,0.2413793103448276,0.10344827586206896,0.10344827586206896,0.3448275862068966,0.375,0.10344827586206896,1,1,1
92264,6,23,7,28,5,47033,31,2,23,226869,9863.869565217392,17954,4745.146940002326,5,1,0,10,3,4,1,5,15377.333333333334,0.32694774590890086,31655.666666666664,0.16347387295445043,15377.333333333334,0.71875,0.20972231338033703,2.4588847341895628,0.48101466609688087,0.9583333333333334,5,0.0,1,1,0.4166666666666667,0.125,0.16666666666666666,0.041666666666666664,0.20833333333333334,0.25,0.16666666666666666,0,0,0
72872,9,69,7,56,7,33262,60,0,69,504679,7314.188405797101,13301,3813.629050853092,5,1,3,14,15,12,11,17,8096.888888888889,0.24342760173437822,25165.11111111111,0.18257070130078368,8096.888888888889,1.1311475409836065,0.2198962301063406,6.925459360805785,0.5213302568982212,0.9857142857142858,5,0.061224489795918366,1,1,0.2,0.21428571428571427,0.17142857142857143,0.15714285714285714,0.24285714285714285,0.6875,0.17142857142857143,1,1,0
115064,9,13,2,30,0,62783,7,1,13,180794,13907.23076923077,22802,6617.837727861547,3,1,7,5,0,3,0,5,12784.888888888889,0.20363615770015592,49998.11111111111,0.15272711827511692,12784.888888888889,1.625,0.22151268287961343,1.571233650545344,0.47582167981438833,0.9285714285714286,3,0.14285714285714285,1,1,0.35714285714285715,0.0,0.21428571428571427,0.0,0.35714285714285715,0.0,0.21428571428571427,0,2,0
155595,3,24,6,23,8,228759,35,1,24,1105957,46081.54166666666,89749,25384.95171652612,4,1,0,4,0,5,8,7,51865.0,0.22672332017538108,176894.0,0.05668083004384527,51865.0,0.6666666666666666,0.2014414369125003,7.107875523792385,0.5508583250495506,0.96,4,0.0,1,1,0.16,0.0,0.2,0.32,0.28,8.0,0.2,2,0,2
44987,3,39,2,61,6,37812,53,1,39,309465,7935.0,14841,4329.957153063807,5,1,4,7,9,9,9,5,14995.666666666666,0.3965848584223703,22816.333333333336,0.09914621460559259,14995.666666666666,0.7222222222222222,0.20985401459854014,6.878834355828221,0.5456095202953386,0.975,5,0.08163265306122448,1,1,0.175,0.225,0.225,0.225,0.125,0.9,0.225,1,1,0
55432,6,46,4,32,8,51420,45,2,46,409323,8898.326086956522,18535,5608.189642753009,5,1,2,6,7,13,7,13,9238.666666666666,0.17967068585504992,42181.333333333336,0.08983534292752496,9238.666666666666,1.0,0.17305184922124703,7.384103331950282,0.630181385416674,0.9787234042553191,5,0.04081632653061224,1,1,0.1276595744680851,0.14893617021276595,0.2765957446808511,0.14893617021276595,0.2765957446808511,0.875,0.2765957446808511,0,1,0
31583,6,63,6,45,2,44912,59,2,63,575728,9138.539682539682,17754,5268.533749093327,5,1,4,10,16,13,9,15,5263.833333333333,0.11720327158294738,39648.166666666664,0.0586016357914737,5263.833333333333,1.05,0.20347656934760602,18.228470111448836,0.5764550439185046,0.984375,5,0.08163265306122448,1,1,0.15625,0.25,0.203125,0.140625,0.234375,0.5294117647058824,0.203125,3,1,0
111821,12,48,6,36,7,95735,55,1,48,1013505,21114.6875,38228,10071.76050480865,5,1,1,12,7,5,12,12,9318.416666666666,0.09733552688845945,86416.58333333333,0.09733552688845946,9318.416666666666,0.8571428571428571,0.22055348096307514,9.063556366367978,0.4769799943671571,0.9795918367346939,5,0.02040816326530612,1,1,0.24489795918367346,0.14285714285714285,0.10204081632653061,0.24489795918367346,0.24489795918367346,1.5,0.10204081632653061,3,1,1
143454,3,60,2,54,0,87908,46,0,60,1073337,17888.95,34994,9221.148052397668,5,1,4,9,12,11,15,13,47818.0,0.5439550439095417,40090.0,0.13598876097738544,47818.0,1.2765957446808511,0.20349626882650043,7.482046634833223,0.5154373294725624,0.9836065573770492,5,0.08163265306122448,1,1,0.14754098360655737,0.19672131147540983,0.18032786885245902,0.2459016393442623,0.21311475409836064,1.1538461538461537,0.18032786885245902,1,1,1
161148,3,44,1,44,3,101981,14,0,44,1035001,23522.75,39781,11772.584648586711,5,1,2,15,10,5,5,9,53716.0,0.5267255665270982,48265.0,0.13168139163177456,53716.0,2.933333333333333,0.23065816181445564,6.422633711658155,0.5004552696141862,0.9777777777777777,5,0.04081632653061224,1,1,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2,0.45454545454545453,0.1111111111111111,3,2,1
